of,contrato,empenho,empresa,cnpj,ano,ptres,plano_interno,processo,ted,bem,area,macro_area,intervencao,quantidade,parlamentar,rec_int,pregao,valor_unit,estado,municipio,latitude,longitude,beneficiario,cnpj_bene,contato,telefone,vencimento,responsavel_pela_informacao,entrega_realizada_pelo_fornecedor,processo_pagamento,pagamento,chassi_bt,chassi,serie_bt,serie,placa_bt,placa,ebm,ebm_bt,localizacao,punicao,obs_punicao,doacao,proc_doacao,status_doacao,termo_doacao,data_doacao,detalhe_da_doacao,data_ces,vencimento_do_encago,encargo,encargo_pagamnto,status_vencimento,det_enc,analista_responsavel,localizacao_do_bem,termo_publicado,entrega_fisica,baixa,data_entrega,of_emissao,metodo_doacao,intermedio,evento,item,marca,evento_realizado
7.0094/2024,NULL,2024NE570258,ASUS - INDUSTRIA DE MAQUINAS AGRICOLAS LTDA,10.303.297/0001-18,2024,"247389 - 15.244.2317.00SX.7061 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Aquisição de Equipamentos, Material Permanente - No Estado do Piauí",71190015PI2 - Emenda - Bancada do Piaui - S/PARTIDO/PI,59570.000481/2024-17,NULL,Grade Aradora 14/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,ÁTILA LIRA,Não,14/2023 - 2ª SR,17370,PI,José de Freitas,-4.75145799999999952,-42.57458599999999649,PREFEITURA MUNICIPAL DE JOSÉ DE FREITAS,06.554.786/0001-75,,,2024-11-15,Guilherme Tenório,Sim,59570.000092/2025-72-e,Pago,Não,,Não,,Não,,371.572-1,Não,Polo Industrial,Não,NULL,Sim,,Termo de Cessão,,NULL,,2025-06-27,NULL,Isento,Não,Aguardando Pagamento,,Kássio Felipe,BENEFICIÁRIO,Não,Sim,Não,2025-07-02,Emitida,Direta,,Átila Lira 27/06/2025 às 10h,NULL,ROMHA A.CR 14 X 26,Sim
7.0094/2024,NULL,2024NE570258,ASUS - INDUSTRIA DE MAQUINAS AGRICOLAS LTDA,10.303.297/0001-18,2024,"247389 - 15.244.2317.00SX.7061 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Aquisição de Equipamentos, Material Permanente - No Estado do Piauí",71190015PI2 - Emenda - Bancada do Piaui - S/PARTIDO/PI,59570.000481/2024-17,NULL,Grade Aradora 14/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,CIRO NOGUEIRA,Não,14/2023 - 2ª SR,17370,PI,Vila Nova do Piauí,-7.13271799999999878,-40.93451399999999296,PREFEITURA MUNICIPAL DE VILA NOVA DO PIAUÍ,01.612.614/0001-97,,,2024-11-15,Guilherme Tenório,Sim,59570.000092/2025-72-e,Pago,Não,,Não,,Não,,371.573-8,Não,Polo Industrial,Não,NULL,Sim,,Termo de Cessão,,NULL,,2025-06-27,NULL,Isento,Não,Aguardando Pagamento,,Kássio Felipe,BENEFICIÁRIO,Não,Sim,Não,2025-07-02,Emitida,Direta,,Ciro Nogueira 27/06/2025 às 9h30,NULL,ROMHA A.CR 14 X 26,Sim
7.0094/2024,NULL,2024NE570258,ASUS - INDUSTRIA DE MAQUINAS AGRICOLAS LTDA,10.303.297/0001-18,2024,"247389 - 15.244.2317.00SX.7061 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Aquisição de Equipamentos, Material Permanente - No Estado do Piauí",71190015PI2 - Emenda - Bancada do Piaui - S/PARTIDO/PI,59570.000481/2024-17,NULL,Grade Aradora 14/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,CIRO NOGUEIRA,Não,14/2023 - 2ª SR,17370,PI,Socorro do Piauí,-7.86772999999999989,-42.49217899999999304,PREFEITURA MUNICIPAL DE SOCORRO DO PIAUÍ,06.553.671/0001-66,,,2024-11-15,Guilherme Tenório,Sim,59570.000092/2025-72-e,Pago,Não,,Não,,Não,,371.574-5,Não,Polo Industrial,Não,NULL,Sim,,Termo de Cessão,,NULL,,2025-06-27,NULL,Isento,Não,Aguardando Pagamento,,Paulo Ribeiro,BENEFICIÁRIO,Não,Sim,Não,2025-07-04,Emitida,Direta,,Ciro Nogueira 27/06/2025 às 9h30,NULL,ROMHA A.CR 14 X 26,Sim
7.0094/2024,NULL,2024NE570258,ASUS - INDUSTRIA DE MAQUINAS AGRICOLAS LTDA,10.303.297/0001-18,2024,"247389 - 15.244.2317.00SX.7061 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Aquisição de Equipamentos, Material Permanente - No Estado do Piauí",71190015PI2 - Emenda - Bancada do Piaui - S/PARTIDO/PI,59570.000481/2024-17,NULL,Grade Aradora 14/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,CIRO NOGUEIRA,Não,14/2023 - 2ª SR,17370,PI,São João da Canabrava,-6.812028999999999,-41.34148299999999665,PREFEITURA MUNICIPAL DE SÃO JOÃO DA CANABRAVA,12.066.973/0001-02,Elson,(89) 99990-9663,2024-11-15,Guilherme Tenório,Sim,59570.000092/2025-72-e,Pago,Não,,Não,,Não,,371.575-2,Não,Polo Industrial,Não,NULL,Sim,,Termo de Cessão,,NULL,,NULL,NULL,Isento,Não,Aguardando Pagamento,,Rogério Cardoso,BENEFICIÁRIO,Não,Sim,Não,2025-07-09,Emitida,Direta,,Ciro Nogueira 27/06/2025 às 9h30,NULL,ROMHA A.CR 14 X 26,Sim
7.0094/2024,NULL,2024NE570258,ASUS - INDUSTRIA DE MAQUINAS AGRICOLAS LTDA,10.303.297/0001-18,2024,"247389 - 15.244.2317.00SX.7061 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Aquisição de Equipamentos, Material Permanente - No Estado do Piauí",71190015PI2 - Emenda - Bancada do Piaui - S/PARTIDO/PI,59570.000481/2024-17,NULL,Grade Aradora 14/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,CIRO NOGUEIRA,Não,14/2023 - 2ª SR,17370,PI,São Francisco de Assis do Piauí,-8.23920700000000039,-41.68102799999999775,PREFEITURA MUNICIPAL DE SÃO FRANCISCO DE ASSIS DO PIAUÍ,01.612.678/0001-98,,,2024-11-15,Guilherme Tenório,Sim,59570.000092/2025-72-e,Pago,Não,,Não,,Não,,371.576-9,Não,Polo Industrial,Não,NULL,Sim,,Termo de Cessão,,NULL,,2025-06-27,NULL,Isento,Não,Aguardando Pagamento,,Kássio Felipe,BENEFICIÁRIO,Não,Sim,Não,2025-07-07,Emitida,Direta,,Ciro Nogueira 27/06/2025 às 9h30,NULL,ROMHA A.CR 14 X 26,Sim
7.0094/2024,NULL,2024NE570258,ASUS - INDUSTRIA DE MAQUINAS AGRICOLAS LTDA,10.303.297/0001-18,2024,"247389 - 15.244.2317.00SX.7061 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Aquisição de Equipamentos, Material Permanente - No Estado do Piauí",71190015PI2 - Emenda - Bancada do Piaui - S/PARTIDO/PI,59570.000481/2024-17,NULL,Grade Aradora 14/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,CIRO NOGUEIRA,Não,14/2023 - 2ª SR,17370,PI,Pedro Laurentino,-8.06806800000000024,-42.28474400000000344,PREFEITURA MUNICIPAL DE PEDRO LAURENTINO,01.612.600/0001-73,Leoncio Leite de Sousa,86 99425-7131,2024-11-15,Guilherme Tenório,Sim,59570.000092/2025-72-e,Pago,Não,,Não,,Não,,371.577-6,Não,Polo Industrial,Não,NULL,Sim,,Termo de Cessão,,NULL,,2025-06-27,NULL,Isento,Não,Aguardando Pagamento,,Rogério Cardoso,BENEFICIÁRIO,Não,Sim,Não,2025-07-02,Emitida,Direta,,Ciro Nogueira 27/06/2025 às 9h30,NULL,ROMHA A.CR 14 X 26,Sim
7.0094/2024,NULL,2024NE570258,ASUS - INDUSTRIA DE MAQUINAS AGRICOLAS LTDA,10.303.297/0001-18,2024,"247389 - 15.244.2317.00SX.7061 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Aquisição de Equipamentos, Material Permanente - No Estado do Piauí",71190015PI2 - Emenda - Bancada do Piaui - S/PARTIDO/PI,59570.000481/2024-17,NULL,Grade Aradora 14/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,CIRO NOGUEIRA,Não,14/2023 - 2ª SR,17370,PI,Morro Cabeça no Tempo,-9.71890499999999946,-43.90724600000000066,PREFEITURA MUNICIPAL DE MORRO CABEÇA NO TEMPO,01.612.594/0001-54,,,2024-11-15,Guilherme Tenório,Sim,59570.000092/2025-72-e,Pago,Não,,Não,,Não,,371.578-3,Não,Polo Industrial,Não,NULL,Sim,,Termo de Cessão,,NULL,,2025-06-27,NULL,Isento,Não,Aguardando Pagamento,,Kássio Felipe,BENEFICIÁRIO,Não,Sim,Não,2025-07-15,Emitida,Direta,,Ciro Nogueira 27/06/2025 às 9h30,NULL,ROMHA A.CR 14 X 26,Sim
7.0094/2024,NULL,2024NE570258,ASUS - INDUSTRIA DE MAQUINAS AGRICOLAS LTDA,10.303.297/0001-18,2024,"247389 - 15.244.2317.00SX.7061 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Aquisição de Equipamentos, Material Permanente - No Estado do Piauí",71190015PI2 - Emenda - Bancada do Piaui - S/PARTIDO/PI,59570.000481/2024-17,NULL,Grade Aradora 14/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,CASTRO NETO,Não,14/2023 - 2ª SR,17370,PI,Paulistana,-8.13435699999999784,-41.14307199999998943,PREFEITURA MUNICIPAL DE PAULISTANA,06.553.796/0001-96,,,2024-11-15,Guilherme Tenório,Sim,59570.000092/2025-72-e,Pago,Não,,Não,,Não,,371.579-0,Não,Polo Industrial,Não,NULL,Sim,,Termo de Cessão,,NULL,"Grade retirada do galpão mediante termo de cessão em favor da Prefeitura Municipal de Paulistana, no entanto é de conhecimento que o bem será doado de fato para uma associação do município de Paulistana. Informação prestada em 18/06/2025",2025-06-18,NULL,Isento,Não,Aguardando Pagamento,,,BENEFICIÁRIO,Não,Sim,Não,2025-06-18,Emitida,Direta,,,NULL,ROMHA A.CR 14 X 26,Sim
7.0094/2024,NULL,2024NE570258,ASUS - INDUSTRIA DE MAQUINAS AGRICOLAS LTDA,10.303.297/0001-18,2024,"247389 - 15.244.2317.00SX.7061 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Aquisição de Equipamentos, Material Permanente - No Estado do Piauí",71190015PI2 - Emenda - Bancada do Piaui - S/PARTIDO/PI,59570.000481/2024-17,NULL,Grade Aradora 14/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,CASTRO NETO,Não,14/2023 - 2ª SR,17370,PI,Paulistana,-8.13435699999999784,-41.14307199999998943,PREFEITURA MUNICIPAL DE PAULISTANA,06.553.796/0001-96,,,2024-11-15,Guilherme Tenório,Sim,59570.000092/2025-72-e,Pago,Não,,Não,,Não,,371.580-0,Não,Polo Industrial,Não,NULL,Sim,,Termo de Cessão,,NULL,"Grade retirada do galpão mediante termo de cessão em favor da Prefeitura Municipal de Paulistana, no entanto é de conhecimento que o bem será doado de fato para uma associação do município de Paulistana. Informação prestada em 18/06/2025",2025-06-18,NULL,Isento,Não,Aguardando Pagamento,,,BENEFICIÁRIO,Não,Sim,Não,2025-06-18,Emitida,Direta,,,NULL,ROMHA A.CR 14 X 26,Sim
7.0094/2024,NULL,2024NE570258,ASUS - INDUSTRIA DE MAQUINAS AGRICOLAS LTDA,10.303.297/0001-18,2024,"247389 - 15.244.2317.00SX.7061 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Aquisição de Equipamentos, Material Permanente - No Estado do Piauí",71190015PI2 - Emenda - Bancada do Piaui - S/PARTIDO/PI,59570.000481/2024-17,NULL,Grade Aradora 14/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,MARCOS AURÉLIO,Não,14/2023 - 2ª SR,17370,PI,Redenção do Gurgueia,-9.47936799999999735,-44.58114499999999225,PREFEITURA MUNICIPAL DE REDENÇÃO DO GURGUÉIA,06.554.380/0001-92,,,2024-11-15,Guilherme Tenório,Sim,59570.000092/2025-72-e,Pago,Não,,Não,,Não,,371.581-7,Não,Polo Industrial,Não,NULL,Sim,,Termo de Cessão,,NULL,,2025-06-23,NULL,Isento,Não,Aguardando Pagamento,,Rogério Cardoso,BENEFICIÁRIO,Não,Sim,Não,2025-06-25,Emitida,Direta,,Marcos Aurélio 23/06/2025 às 9h,NULL,ROMHA A.CR 14 X 26,Sim
7.0094/2024,NULL,2024NE570258,ASUS - INDUSTRIA DE MAQUINAS AGRICOLAS LTDA,10.303.297/0001-18,2024,"247389 - 15.244.2317.00SX.7061 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Aquisição de Equipamentos, Material Permanente - No Estado do Piauí",71190015PI2 - Emenda - Bancada do Piaui - S/PARTIDO/PI,59570.000481/2024-17,NULL,Grade Aradora 14/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,CASTRO NETO,Não,14/2023 - 2ª SR,17370,PI,Pajeú do Piauí,-7.85508499999999898,-42.82480999999999938,PREFEITURA MUNICIPAL DE PAJEÚ DO PIAUÍ,01.612.602/0001-62,Cláudio Pereira dos Santos - prefeito,(89) 9405-7000/ (89) 98131-6302,2024-11-15,Guilherme Tenório,Sim,59570.000092/2025-72-e,Pago,Não,,Não,,Não,,371.582-4,Não,Polo Industrial,Não,NULL,Sim,,Termo de Cessão,,NULL,"Grade aradora entregue com Termo de Cessão à Prefeitura Municipal de Pajeú do Piauí, no entanto o bem será doado em prol de uma associação do município de Pajeú do Piauí.",2025-06-18,NULL,Isento,Não,Aguardando Pagamento,,Paulo Ribeiro,BENEFICIÁRIO,Não,Sim,Não,2025-06-18,Emitida,Direta,,,NULL,ROMHA A.CR 14 X 26,Sim
7.0094/2024,NULL,2024NE570258,ASUS - INDUSTRIA DE MAQUINAS AGRICOLAS LTDA,10.303.297/0001-18,2024,"247389 - 15.244.2317.00SX.7061 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Aquisição de Equipamentos, Material Permanente - No Estado do Piauí",71190015PI2 - Emenda - Bancada do Piaui - S/PARTIDO/PI,59570.000481/2024-17,NULL,Grade Aradora 14/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,MARCOS AURÉLIO,Não,14/2023 - 2ª SR,17370,PI,Batalha,-4.02229999999999954,-42.07867999999999142,PREFEITURA MUNICIPAL DE BATALHA,06.553.903/0001-86,,,2024-11-15,Guilherme Tenório,Sim,59570.000092/2025-72-e,Pago,Não,,Não,,Não,,371.583-1,Não,Polo Industrial,Não,NULL,Sim,,Termo de Cessão,,NULL,,2025-06-23,NULL,Isento,Não,Aguardando Pagamento,,Paulo Ribeiro,BENEFICIÁRIO,Não,Sim,Não,2025-06-24,Emitida,Direta,,Marcos Aurélio 23/06/2025 às 9h,NULL,ROMHA A.CR 14 X 26,Sim
7.0094/2024,NULL,2024NE570258,ASUS - INDUSTRIA DE MAQUINAS AGRICOLAS LTDA,10.303.297/0001-18,2024,"247389 - 15.244.2317.00SX.7061 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Aquisição de Equipamentos, Material Permanente - No Estado do Piauí",71190015PI2 - Emenda - Bancada do Piaui - S/PARTIDO/PI,59570.000481/2024-17,NULL,Grade Aradora 14/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,JUSSARA LIMA,Não,14/2023 - 2ª SR,17370,PI,Teresina,-5.090657,-42.800133,SECRETARIA DA ASSISTENCIA TECNICA E DEFESA AGROPECUARIA,49.498.865/0001-19,,,2024-11-15,Guilherme Tenório,Sim,59570.000092/2025-72-e,Pago,Não,,Não,,Não,,371.584-8,Não,Polo Industrial,Não,NULL,Sim,59570.000545/2025-61,Termo de Doação,07.0133.00/2025,2025-07-18,,NULL,NULL,Isento,Não,Aguardando Pagamento,,Kássio Felipe,BENEFICIÁRIO,Sim,Sim,Não,2025-06-23,Emitida,Direta,,,NULL,ROMHA A.CR 14 X 26,Sim
7.0094/2024,NULL,2024NE570258,ASUS - INDUSTRIA DE MAQUINAS AGRICOLAS LTDA,10.303.297/0001-18,2024,"247389 - 15.244.2317.00SX.7061 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Aquisição de Equipamentos, Material Permanente - No Estado do Piauí",71190015PI2 - Emenda - Bancada do Piaui - S/PARTIDO/PI,59570.000481/2024-17,NULL,Grade Aradora 14/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,JUSSARA LIMA,Não,14/2023 - 2ª SR,17370,PI,Teresina,-5.090657,-42.800133,SECRETARIA DA ASSISTENCIA TECNICA E DEFESA AGROPECUARIA,49.498.865/0001-19,,,2024-11-15,Guilherme Tenório,Sim,59570.000092/2025-72-e,Pago,Não,,Não,,Não,,371.585-5,Não,Polo Industrial,Não,NULL,Sim,59570.000545/2025-61,Termo de Doação,07.0133.00/2025,2025-07-18,,NULL,NULL,Isento,Não,Aguardando Pagamento,,Kássio Felipe,BENEFICIÁRIO,Sim,Sim,Não,2025-06-23,Emitida,Direta,,,NULL,ROMHA A.CR 14 X 26,Sim
7.0094/2024,NULL,2024NE570258,ASUS - INDUSTRIA DE MAQUINAS AGRICOLAS LTDA,10.303.297/0001-18,2024,"247389 - 15.244.2317.00SX.7061 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Aquisição de Equipamentos, Material Permanente - No Estado do Piauí",71190015PI2 - Emenda - Bancada do Piaui - S/PARTIDO/PI,59570.000481/2024-17,NULL,Grade Aradora 14/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,JUSSARA LIMA,Não,14/2023 - 2ª SR,17370,PI,Teresina,-5.090657,-42.800133,SECRETARIA DA ASSISTENCIA TECNICA E DEFESA AGROPECUARIA,49.498.865/0001-19,,,2024-11-15,Guilherme Tenório,Sim,59570.000092/2025-72-e,Pago,Não,,Não,,Não,,371.586-2,Não,Polo Industrial,Não,NULL,Sim,59570.000545/2025-61,Termo de Doação,07.0133.00/2025,2025-07-18,,NULL,NULL,Isento,Não,Aguardando Pagamento,,Kássio Felipe,BENEFICIÁRIO,Sim,Sim,Não,2025-06-23,Emitida,Direta,,,NULL,ROMHA A.CR 14 X 26,Sim
7.0094/2024,NULL,2024NE570258,ASUS - INDUSTRIA DE MAQUINAS AGRICOLAS LTDA,10.303.297/0001-18,2024,"247389 - 15.244.2317.00SX.7061 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Aquisição de Equipamentos, Material Permanente - No Estado do Piauí",71190015PI2 - Emenda - Bancada do Piaui - S/PARTIDO/PI,59570.000481/2024-17,NULL,Grade Aradora 14/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,JUSSARA LIMA,Não,14/2023 - 2ª SR,17370,PI,Teresina,-5.090657,-42.800133,SECRETARIA DA ASSISTENCIA TECNICA E DEFESA AGROPECUARIA,49.498.865/0001-19,,,2024-11-15,Guilherme Tenório,Sim,59570.000092/2025-72-e,Pago,Não,,Não,,Não,,371.587-9,Não,Polo Industrial,Não,NULL,Sim,59570.000545/2025-61,Termo de Doação,07.0133.00/2025,2025-07-18,,NULL,NULL,Isento,Não,Aguardando Pagamento,,Kássio Felipe,BENEFICIÁRIO,Sim,Sim,Não,2025-06-23,Emitida,Direta,,,NULL,ROMHA A.CR 14 X 26,Sim
7.0094/2024,NULL,2024NE570258,ASUS - INDUSTRIA DE MAQUINAS AGRICOLAS LTDA,10.303.297/0001-18,2024,"247389 - 15.244.2317.00SX.7061 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Aquisição de Equipamentos, Material Permanente - No Estado do Piauí",71190015PI2 - Emenda - Bancada do Piaui - S/PARTIDO/PI,59570.000481/2024-17,NULL,Grade Aradora 14/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,JUSSARA LIMA,Não,14/2023 - 2ª SR,17370,PI,Teresina,-5.090657,-42.800133,SECRETARIA DA ASSISTENCIA TECNICA E DEFESA AGROPECUARIA,49.498.865/0001-19,,,2024-11-15,Guilherme Tenório,Sim,59570.000092/2025-72-e,Pago,Não,,Não,,Não,,371.588-6,Não,Polo Industrial,Não,NULL,Sim,59570.000545/2025-61,Termo de Doação,07.0133.00/2025,2025-07-18,,NULL,NULL,Isento,Não,Aguardando Pagamento,,Kássio Felipe,BENEFICIÁRIO,Sim,Sim,Não,2025-06-23,Emitida,Direta,,,NULL,ROMHA A.CR 14 X 26,Sim
7.0094/2024,NULL,2024NE570258,ASUS - INDUSTRIA DE MAQUINAS AGRICOLAS LTDA,10.303.297/0001-18,2024,"247389 - 15.244.2317.00SX.7061 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Aquisição de Equipamentos, Material Permanente - No Estado do Piauí",71190015PI2 - Emenda - Bancada do Piaui - S/PARTIDO/PI,59570.000481/2024-17,NULL,Grade Aradora 14/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,JUSSARA LIMA,Não,14/2023 - 2ª SR,17370,PI,Teresina,-5.090657,-42.800133,SECRETARIA DA ASSISTENCIA TECNICA E DEFESA AGROPECUARIA,49.498.865/0001-19,,,2024-11-15,Guilherme Tenório,Sim,59570.000092/2025-72-e,Pago,Não,,Não,,Não,,371.589-3,Não,Polo Industrial,Não,NULL,Sim,59570.000545/2025-61,Termo de Doação,07.0133.00/2025,2025-07-18,,NULL,NULL,Isento,Não,Aguardando Pagamento,,Kássio Felipe,BENEFICIÁRIO,Sim,Sim,Não,2025-06-23,Emitida,Direta,,,NULL,ROMHA A.CR 14 X 26,Sim
7.0094/2024,NULL,2024NE570258,ASUS - INDUSTRIA DE MAQUINAS AGRICOLAS LTDA,10.303.297/0001-18,2024,"247389 - 15.244.2317.00SX.7061 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Aquisição de Equipamentos, Material Permanente - No Estado do Piauí",71190015PI2 - Emenda - Bancada do Piaui - S/PARTIDO/PI,59570.000481/2024-17,NULL,Grade Aradora 14/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,JUSSARA LIMA,Não,14/2023 - 2ª SR,17370,PI,Teresina,-5.090657,-42.800133,SECRETARIA DA ASSISTENCIA TECNICA E DEFESA AGROPECUARIA,49.498.865/0001-19,,,2024-11-15,Guilherme Tenório,Sim,59570.000092/2025-72-e,Pago,Não,,Não,,Não,,371.590-3,Não,Polo Industrial,Não,NULL,Sim,59570.000545/2025-61,Termo de Doação,07.0133.00/2025,2025-07-18,,NULL,NULL,Isento,Não,Aguardando Pagamento,,Kássio Felipe,BENEFICIÁRIO,Sim,Sim,Não,2025-06-23,Emitida,Direta,,,NULL,ROMHA A.CR 14 X 26,Sim
7.0094/2024,NULL,2024NE570258,ASUS - INDUSTRIA DE MAQUINAS AGRICOLAS LTDA,10.303.297/0001-18,2024,"247389 - 15.244.2317.00SX.7061 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Aquisição de Equipamentos, Material Permanente - No Estado do Piauí",71190015PI2 - Emenda - Bancada do Piaui - S/PARTIDO/PI,59570.000481/2024-17,NULL,Grade Aradora 14/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,JUSSARA LIMA,Não,14/2023 - 2ª SR,17370,PI,Teresina,-5.090657,-42.800133,SECRETARIA DA ASSISTENCIA TECNICA E DEFESA AGROPECUARIA,49.498.865/0001-19,,,2024-11-15,Guilherme Tenório,Sim,59570.000092/2025-72-e,Pago,Não,,Não,,Não,,371.591-0,Não,Polo Industrial,Não,NULL,Sim,59570.000545/2025-61,Termo de Doação,07.0133.00/2025,2025-07-18,,NULL,NULL,Isento,Não,Aguardando Pagamento,,Kássio Felipe,BENEFICIÁRIO,Sim,Sim,Não,2025-06-23,Emitida,Direta,,,NULL,ROMHA A.CR 14 X 26,Sim
7.0094/2024,NULL,2024NE570258,ASUS - INDUSTRIA DE MAQUINAS AGRICOLAS LTDA,10.303.297/0001-18,2024,"247389 - 15.244.2317.00SX.7061 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Aquisição de Equipamentos, Material Permanente - No Estado do Piauí",71190015PI2 - Emenda - Bancada do Piaui - S/PARTIDO/PI,59570.000481/2024-17,NULL,Grade Aradora 14/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,JUSSARA LIMA,Não,14/2023 - 2ª SR,17370,PI,Teresina,-5.090657,-42.800133,SECRETARIA DA ASSISTENCIA TECNICA E DEFESA AGROPECUARIA,49.498.865/0001-19,,,2024-11-15,Guilherme Tenório,Sim,59570.000092/2025-72-e,Pago,Não,,Não,,Não,,371.592-7,Não,Polo Industrial,Não,NULL,Sim,59570.000545/2025-61,Termo de Doação,07.0133.00/2025,2025-07-18,,NULL,NULL,Isento,Não,Aguardando Pagamento,,Kássio Felipe,BENEFICIÁRIO,Sim,Sim,Não,2025-06-23,Emitida,Direta,,,NULL,ROMHA A.CR 14 X 26,Sim
7.0094/2024,NULL,2024NE570258,ASUS - INDUSTRIA DE MAQUINAS AGRICOLAS LTDA,10.303.297/0001-18,2024,"247389 - 15.244.2317.00SX.7061 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Aquisição de Equipamentos, Material Permanente - No Estado do Piauí",71190015PI2 - Emenda - Bancada do Piaui - S/PARTIDO/PI,59570.000481/2024-17,NULL,Grade Aradora 14/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,JUSSARA LIMA,Não,14/2023 - 2ª SR,17370,PI,Teresina,-5.090657,-42.800133,SECRETARIA DA ASSISTENCIA TECNICA E DEFESA AGROPECUARIA,49.498.865/0001-19,,,2024-11-15,Guilherme Tenório,Sim,59570.000092/2025-72-e,Pago,Não,,Não,,Não,,371.593-4,Não,Polo Industrial,Não,NULL,Sim,59570.000545/2025-61,Termo de Doação,07.0133.00/2025,2025-07-18,,NULL,NULL,Isento,Não,Aguardando Pagamento,,Kássio Felipe,BENEFICIÁRIO,Sim,Sim,Não,2025-06-23,Emitida,Direta,,,NULL,ROMHA A.CR 14 X 26,Sim
7.0094/2024,NULL,2024NE570258,ASUS - INDUSTRIA DE MAQUINAS AGRICOLAS LTDA,10.303.297/0001-18,2024,"247389 - 15.244.2317.00SX.7061 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado - Aquisição de Equipamentos, Material Permanente - No Estado do Piauí",71190015PI2 - Emenda - Bancada do Piaui - S/PARTIDO/PI,59570.000481/2024-17,NULL,Grade Aradora 14/26,Mecanização agrícola,Mecanização agrícola,Máquinas e equipamentos,TRUE,JUSSARA LIMA,Não,14/2023 - 2ª SR,17370,PI,Teresina,-5.090657,-42.800133,SECRETARIA DA ASSISTENCIA TECNICA E DEFESA AGROPECUARIA,49.498.865/0001-19,,,2024-11-15,Guilherme Tenório,Sim,59570.000092/2025-72-e,Pago,Não,,Não,,Não,,371.594-1,Não,Polo Industrial,Não,NULL,Sim,59570.000545/2025-61,Termo de Doação,07.0133.00/2025,2025-07-18,,NULL,NULL,Isento,Não,Aguardando Pagamento,,Kássio Felipe,BENEFICIÁRIO,Sim,Sim,Não,2025-06-23,Emitida,Direta,,,NULL,ROMHA A.CR 14 X 26,Sim
